"occurrenceStatus","geometry"
"PRESENT",c(-80.219633, 25.208317)
"PRESENT",c(-80.221283, 25.2068)
"PRESENT",c(-80.219633, 25.208317)
"PRESENT",c(-80.221283, 25.2068)
"PRESENT",c(-80.208367, 25.232717)
"PRESENT",c(-80.2099, 25.221567)
"PRESENT",c(-80.221283, 25.2068)
"PRESENT",c(-80.208367, 25.232717)
"PRESENT",c(-80.2099, 25.221567)
"PRESENT",c(-80.221283, 25.2068)
"PRESENT",c(-80.208367, 25.232717)
"PRESENT",c(-80.2099, 25.221567)
"PRESENT",c(-80.22505, 25.199817)
"PRESENT",c(-80.22505, 25.199817)
"PRESENT",c(-80.2099, 25.221567)
"PRESENT",c(-80.13075, 25.404167)
"PRESENT",c(-80.22505, 25.199817)
"PRESENT",c(-80.13075, 25.404167)
"PRESENT",c(-80.22505, 25.199817)
"PRESENT",c(-80.173, 25.400833)
"PRESENT",c(-80.1332, 25.384533)
"PRESENT",c(-80.139367, 25.373967)
"PRESENT",c(-80.139367, 25.373967)
"PRESENT",c(-80.1332, 25.384533)
"PRESENT",c(-80.186283, 25.369217)
"PRESENT",c(-80.173, 25.400833)
"PRESENT",c(-80.186283, 25.369217)
"PRESENT",c(-80.141017, 25.366667)
"PRESENT",c(-80.141017, 25.366667)
"PRESENT",c(-81.089217, 24.632383)
"PRESENT",c(-81.089217, 24.632383)
"PRESENT",c(-81.089217, 24.632383)
"PRESENT",c(-81.089217, 24.632383)
"PRESENT",c(-81.092083, 24.631433)
"PRESENT",c(-81.092083, 24.631433)
"PRESENT",c(-81.1098, 24.625983)
"PRESENT",c(-81.092083, 24.631433)
"PRESENT",c(-81.092083, 24.631433)
"PRESENT",c(-81.1098, 24.625983)
"PRESENT",c(-81.093717, 24.630633)
"PRESENT",c(-81.1098, 24.625983)
"PRESENT",c(-81.1098, 24.625983)
"PRESENT",c(-81.093717, 24.630633)
"PRESENT",c(-81.093717, 24.630633)
"PRESENT",c(-81.11215, 24.625483)
"PRESENT",c(-81.093717, 24.630633)
"PRESENT",c(-81.675783, 24.526917)
"PRESENT",c(-81.11215, 24.625483)
"PRESENT",c(-81.673, 24.502767)
"PRESENT",c(-81.11215, 24.625483)
"PRESENT",c(-81.673, 24.502767)
"PRESENT",c(-81.11215, 24.625483)
"PRESENT",c(-81.675783, 24.526917)
"PRESENT",c(-81.664383, 24.49155)
"PRESENT",c(-81.720583, 24.482867)
"PRESENT",c(-81.72615, 24.48255)
"PRESENT",c(-81.664383, 24.49155)
"PRESENT",c(-81.8377, 24.464617)
"PRESENT",c(-81.720583, 24.482867)
"PRESENT",c(-81.8377, 24.464617)
"PRESENT",c(-81.619383, 24.535267)
"PRESENT",c(-81.589367, 24.548117)
"PRESENT",c(-81.634733, 24.533033)
"PRESENT",c(-81.619383, 24.535267)
"PRESENT",c(-81.589367, 24.548117)
"PRESENT",c(-81.610833, 24.517933)
"PRESENT",c(-81.610833, 24.517933)
"PRESENT",c(-81.634733, 24.533033)
"PRESENT",c(-81.609567, 24.516217)
"PRESENT",c(-81.629417, 24.50025)
"PRESENT",c(-81.609567, 24.516217)
"PRESENT",c(-81.629417, 24.50025)
"PRESENT",c(-81.628367, 24.500733)
"PRESENT",c(-81.628367, 24.500733)
"PRESENT",c(-81.622733, 24.503183)
"PRESENT",c(-81.622733, 24.503183)
"PRESENT",c(-81.67325, 24.489483)
"PRESENT",c(-81.6201, 24.499517)
"PRESENT",c(-81.6201, 24.499517)
"PRESENT",c(-81.6889, 24.483967)
"PRESENT",c(-81.6889, 24.483967)
"PRESENT",c(-81.704917, 24.482167)
"PRESENT",c(-81.704917, 24.482167)
"PRESENT",c(-81.67325, 24.489483)
"PRESENT",c(-81.71325, 24.480383)
"PRESENT",c(-81.720067, 24.502183)
"PRESENT",c(-81.71325, 24.480383)
"PRESENT",c(-81.718667, 24.500333)
"PRESENT",c(-81.720067, 24.502183)
"PRESENT",c(-81.70555, 24.496517)
"PRESENT",c(-81.718667, 24.500333)
"PRESENT",c(-81.701417, 24.485433)
"PRESENT",c(-81.713567, 24.493567)
"PRESENT",c(-81.70555, 24.496517)
"PRESENT",c(-81.713567, 24.493567)
"PRESENT",c(-81.771167, 24.4827)
"PRESENT",c(-81.703067, 24.481283)
"PRESENT",c(-81.771167, 24.4827)
"PRESENT",c(-81.701417, 24.485433)
"PRESENT",c(-81.71905, 24.47755)
"PRESENT",c(-81.71905, 24.47755)
"PRESENT",c(-81.703067, 24.481283)
"PRESENT",c(-81.883967, 24.473083)
"PRESENT",c(-81.88645, 24.474517)
"PRESENT",c(-81.88645, 24.474517)
"PRESENT",c(-81.99025, 24.452133)
"PRESENT",c(-81.855967, 24.452933)
"PRESENT",c(-81.855967, 24.452933)
"PRESENT",c(-81.883967, 24.473083)
"PRESENT",c(-81.877467, 24.45105)
"PRESENT",c(-81.99025, 24.452133)
"PRESENT",c(-82.000367, 24.4505)
"PRESENT",c(-81.655717, 24.566667)
"PRESENT",c(-81.988267, 24.448733)
"PRESENT",c(-82.000367, 24.4505)
"PRESENT",c(-81.877467, 24.45105)
"PRESENT",c(-81.988267, 24.448733)
"PRESENT",c(-81.655717, 24.566667)
"PRESENT",c(-81.661217, 24.5641)
"PRESENT",c(-81.687083, 24.5534)
"PRESENT",c(-80.098367, 25.7128)
"PRESENT",c(-81.7146, 24.549733)
"PRESENT",c(-80.098367, 25.7128)
"PRESENT",c(-81.687083, 24.5534)
"PRESENT",c(-81.7146, 24.549733)
"PRESENT",c(-81.661217, 24.5641)
"PRESENT",c(-80.73385, 24.765083)
"PRESENT",c(-80.095917, 25.631)
"PRESENT",c(-81.040533, 24.694267)
"PRESENT",c(-80.73385, 24.765083)
"PRESENT",c(-80.095917, 25.631)
"PRESENT",c(-81.07625, 24.66375)
"PRESENT",c(-81.07625, 24.66375)
"PRESENT",c(-81.040533, 24.694267)
"PRESENT",c(-80.649667, 24.830783)
"PRESENT",c(-80.677367, 24.815033)
"PRESENT",c(-80.656417, 24.8176)
"PRESENT",c(-80.649667, 24.830783)
"PRESENT",c(-80.656417, 24.8176)
"PRESENT",c(-80.697617, 24.791967)
"PRESENT",c(-80.677367, 24.815033)
"PRESENT",c(-80.728467, 24.774033)
"PRESENT",c(-80.697617, 24.791967)
"PRESENT",c(-80.751817, 24.789083)
"PRESENT",c(-80.737483, 24.77055)
"PRESENT",c(-80.751817, 24.789083)
"PRESENT",c(-81.24425, 24.62425)
"PRESENT",c(-80.728467, 24.774033)
"PRESENT",c(-81.24425, 24.62425)
"PRESENT",c(-81.193817, 24.599117)
"PRESENT",c(-81.193817, 24.599117)
"PRESENT",c(-81.227633, 24.590333)
"PRESENT",c(-81.223467, 24.591)
"PRESENT",c(-80.737483, 24.77055)
"PRESENT",c(-81.227633, 24.590333)
"PRESENT",c(-81.223467, 24.591)
"PRESENT",c(-81.3458, 24.5612)
"PRESENT",c(-81.3458, 24.5612)
"PRESENT",c(-81.3458, 24.5612)
"PRESENT",c(-81.3458, 24.5612)
"PRESENT",c(-81.377033, 24.553567)
"PRESENT",c(-81.377033, 24.553567)
"PRESENT",c(-81.568167, 24.510533)
"PRESENT",c(-81.568167, 24.510533)
"PRESENT",c(-81.377033, 24.553567)
"PRESENT",c(-81.568167, 24.510533)
"PRESENT",c(-81.568167, 24.510533)
"PRESENT",c(-81.5431, 24.517967)
"PRESENT",c(-81.5431, 24.517967)
"PRESENT",c(-81.5431, 24.517967)
"PRESENT",c(-81.5431, 24.517967)
"PRESENT",c(-81.54215, 24.51795)
"PRESENT",c(-81.54215, 24.51795)
"PRESENT",c(-81.071117, 24.666983)
"PRESENT",c(-81.54215, 24.51795)
"PRESENT",c(-81.0456, 24.643117)
"PRESENT",c(-81.54215, 24.51795)
"PRESENT",c(-81.071117, 24.666983)
"PRESENT",c(-81.0456, 24.643117)
"PRESENT",c(-81.088533, 24.6325)
"PRESENT",c(-81.064833, 24.641)
"PRESENT",c(-81.064833, 24.641)
"PRESENT",c(-81.570467, 24.510467)
"PRESENT",c(-81.088533, 24.6325)
"PRESENT",c(-81.570467, 24.510467)
"PRESENT",c(-81.1303, 24.621117)
"PRESENT",c(-81.570467, 24.510467)
"PRESENT",c(-81.1303, 24.621117)
"PRESENT",c(-81.570467, 24.510467)
"PRESENT",c(-81.599583, 24.5057)
"PRESENT",c(-81.599583, 24.5057)
"PRESENT",c(-81.599583, 24.5057)
"PRESENT",c(-81.599583, 24.5057)
"PRESENT",c(-80.869267, 24.705567)
"PRESENT",c(-80.869267, 24.705567)
"PRESENT",c(-80.968033, 24.699683)
"PRESENT",c(-80.875883, 24.703683)
"PRESENT",c(-80.935233, 24.696667)
"PRESENT",c(-80.875883, 24.703683)
"PRESENT",c(-80.935233, 24.696667)
"PRESENT",c(-80.968033, 24.699683)
"PRESENT",c(-80.972833, 24.68305)
"PRESENT",c(-80.965667, 24.68495)
"PRESENT",c(-80.965667, 24.68495)
"PRESENT",c(-81.007417, 24.655667)
"PRESENT",c(-81.007417, 24.655667)
"PRESENT",c(-81.648883, 24.495567)
"PRESENT",c(-80.972833, 24.68305)
"PRESENT",c(-81.648883, 24.495567)
"PRESENT",c(-81.648883, 24.495567)
"PRESENT",c(-81.744017, 24.473817)
"PRESENT",c(-81.744017, 24.473817)
"PRESENT",c(-81.744017, 24.473817)
"PRESENT",c(-81.648883, 24.495567)
"PRESENT",c(-81.110067, 24.625967)
"PRESENT",c(-81.744017, 24.473817)
"PRESENT",c(-81.108033, 24.623517)
"PRESENT",c(-81.110067, 24.625967)
"PRESENT",c(-81.1408, 24.6251)
"PRESENT",c(-81.1408, 24.6251)
"PRESENT",c(-81.108033, 24.623517)
"PRESENT",c(-81.11185, 24.622333)
"PRESENT",c(-81.519033, 24.522833)
"PRESENT",c(-81.519033, 24.522833)
"PRESENT",c(-81.519033, 24.522833)
"PRESENT",c(-81.519033, 24.522833)
"PRESENT",c(-81.623217, 24.503233)
"PRESENT",c(-81.11185, 24.622333)
"PRESENT",c(-81.623217, 24.503233)
"PRESENT",c(-81.6296, 24.500267)
"PRESENT",c(-81.623217, 24.503233)
"PRESENT",c(-81.623217, 24.503233)
"PRESENT",c(-81.65945, 24.493033)
"PRESENT",c(-81.6296, 24.500267)
"PRESENT",c(-81.6296, 24.500267)
"PRESENT",c(-81.65945, 24.493033)
"PRESENT",c(-81.6296, 24.500267)
"PRESENT",c(-81.661417, 24.492367)
"PRESENT",c(-81.65945, 24.493033)
"PRESENT",c(-81.65945, 24.493033)
"PRESENT",c(-81.661417, 24.492367)
"PRESENT",c(-81.671733, 24.489633)
"PRESENT",c(-81.661417, 24.492367)
"PRESENT",c(-81.671733, 24.489633)
"PRESENT",c(-81.671733, 24.489633)
"PRESENT",c(-81.6759, 24.4882)
"PRESENT",c(-81.671733, 24.489633)
"PRESENT",c(-81.6759, 24.4882)
"PRESENT",c(-81.6759, 24.4882)
"PRESENT",c(-81.661417, 24.492367)
"PRESENT",c(-80.34715, 25.034183)
"PRESENT",c(-80.346133, 25.036133)
"PRESENT",c(-81.6759, 24.4882)
"PRESENT",c(-80.349367, 25.034483)
"PRESENT",c(-80.349367, 25.034483)
"PRESENT",c(-80.352517, 25.035967)
"PRESENT",c(-80.346133, 25.036133)
"PRESENT",c(-80.34715, 25.034183)
"PRESENT",c(-80.352517, 25.035967)
"PRESENT",c(-80.36875, 25.026183)
"PRESENT",c(-80.36875, 25.026183)
"PRESENT",c(-80.37465, 25.009067)
"PRESENT",c(-80.37465, 25.009067)
"PRESENT",c(-81.840717, 24.462217)
"PRESENT",c(-81.8426, 24.460317)
"PRESENT",c(-81.840717, 24.462217)
"PRESENT",c(-81.840717, 24.462217)
"PRESENT",c(-81.840717, 24.462217)
"PRESENT",c(-81.8426, 24.460317)
"PRESENT",c(-81.8426, 24.460317)
"PRESENT",c(-80.29785, 25.125117)
"PRESENT",c(-81.8426, 24.460317)
"PRESENT",c(-80.30385, 25.11485)
"PRESENT",c(-80.298967, 25.122883)
"PRESENT",c(-80.29785, 25.125117)
"PRESENT",c(-80.298967, 25.122883)
"PRESENT",c(-80.30385, 25.11485)
"PRESENT",c(-80.305283, 25.111883)
"PRESENT",c(-80.305283, 25.111883)
"PRESENT",c(-80.3926, 25.068117)
"PRESENT",c(-80.4628, 24.990083)
"PRESENT",c(-80.331883, 25.060867)
"PRESENT",c(-80.331883, 25.060867)
"PRESENT",c(-80.3926, 25.068117)
"PRESENT",c(-81.710717, 24.48095)
"PRESENT",c(-80.4628, 24.990083)
"PRESENT",c(-81.710717, 24.48095)
"PRESENT",c(-81.716683, 24.479517)
"PRESENT",c(-81.716683, 24.479517)
"PRESENT",c(-81.716683, 24.479517)
"PRESENT",c(-81.716683, 24.479517)
"PRESENT",c(-81.710717, 24.48095)
"PRESENT",c(-81.710717, 24.48095)
"PRESENT",c(-80.26825, 25.2406)
"PRESENT",c(-80.275383, 25.239267)
"PRESENT",c(-80.275383, 25.239267)
"PRESENT",c(-80.26825, 25.2406)
"PRESENT",c(-80.267617, 25.237183)
"PRESENT",c(-80.267617, 25.237183)
"PRESENT",c(-80.279817, 25.21515)
"PRESENT",c(-80.279817, 25.21515)
"PRESENT",c(-80.294767, 25.189567)
"PRESENT",c(-80.2872, 25.215883)
"PRESENT",c(-80.2872, 25.215883)
"PRESENT",c(-80.284583, 25.211)
"PRESENT",c(-80.284583, 25.211)
"PRESENT",c(-81.874667, 24.45295)
"PRESENT",c(-81.874667, 24.45295)
"PRESENT",c(-81.92585, 24.445167)
"PRESENT",c(-81.92585, 24.445167)
"PRESENT",c(-81.874667, 24.45295)
"PRESENT",c(-81.92585, 24.445167)
"PRESENT",c(-81.92585, 24.445167)
"PRESENT",c(-81.874667, 24.45295)
"PRESENT",c(-81.876817, 24.452367)
"PRESENT",c(-81.876817, 24.452367)
"PRESENT",c(-81.876817, 24.452367)
"PRESENT",c(-81.876817, 24.452367)
"PRESENT",c(-81.926433, 24.445117)
"PRESENT",c(-80.189133, 25.4412)
"PRESENT",c(-81.926433, 24.445117)
"PRESENT",c(-80.189133, 25.4412)
"PRESENT",c(-80.1639, 25.437133)
"PRESENT",c(-81.926433, 24.445117)
"PRESENT",c(-80.1495, 25.419017)
"PRESENT",c(-81.926433, 24.445117)
"PRESENT",c(-80.1639, 25.437133)
"PRESENT",c(-80.145317, 25.41885)
"PRESENT",c(-80.15665, 25.417683)
"PRESENT",c(-80.192917, 25.417967)
"PRESENT",c(-80.148367, 25.486317)
"PRESENT",c(-80.145317, 25.41885)
"PRESENT",c(-80.1495, 25.419017)
"PRESENT",c(-80.137483, 25.4675)
"PRESENT",c(-80.15665, 25.417683)
"PRESENT",c(-80.137483, 25.4675)
"PRESENT",c(-80.192917, 25.417967)
"PRESENT",c(-80.148367, 25.486317)
"PRESENT",c(-80.13325, 25.462)
"PRESENT",c(-80.120983, 25.45805)
"PRESENT",c(-80.13325, 25.462)
"PRESENT",c(-80.1215, 25.445883)
"PRESENT",c(-80.120983, 25.45805)
"PRESENT",c(-80.1215, 25.445883)
"PRESENT",c(-80.1491, 25.445567)
"PRESENT",c(-80.0936, 25.5556)
"PRESENT",c(-80.1491, 25.445567)
"PRESENT",c(-80.0936, 25.5556)
"PRESENT",c(-80.101667, 25.534217)
"PRESENT",c(-80.101667, 25.534217)
"PRESENT",c(-80.143267, 25.530183)
"PRESENT",c(-80.092117, 25.57005)
"PRESENT",c(-80.1106, 25.55595)
"PRESENT",c(-80.092117, 25.57005)
"PRESENT",c(-80.1106, 25.55595)
"PRESENT",c(-80.143267, 25.530183)
"PRESENT",c(-80.115733, 25.505467)
"PRESENT",c(-80.115733, 25.505467)
"PRESENT",c(-80.121217, 25.505467)
"PRESENT",c(-80.121217, 25.505467)
"PRESENT",c(-80.107833, 25.492567)
"PRESENT",c(-80.107833, 25.492567)
"PRESENT",c(-80.140817, 25.482983)
"PRESENT",c(-81.84595, 24.459333)
"PRESENT",c(-80.111233, 25.4818)
"PRESENT",c(-81.743183, 24.5487)
"PRESENT",c(-80.140817, 25.482983)
"PRESENT",c(-81.743183, 24.5487)
"PRESENT",c(-80.111233, 25.4818)
"PRESENT",c(-81.85805, 24.454417)
"PRESENT",c(-81.8812, 24.48295)
"PRESENT",c(-81.84595, 24.459333)
"PRESENT",c(-81.8812, 24.48295)
"PRESENT",c(-81.85805, 24.454417)
"PRESENT",c(-81.87695, 24.451933)
"PRESENT",c(-81.956717, 24.453783)
"PRESENT",c(-81.956717, 24.453783)
"PRESENT",c(-81.935117, 24.445433)
"PRESENT",c(-81.927233, 24.444783)
"PRESENT",c(-81.935117, 24.445433)
"PRESENT",c(-81.87695, 24.451933)
"PRESENT",c(-81.927233, 24.444783)
"PRESENT",c(-81.934917, 24.434467)
"PRESENT",c(-81.393117, 24.56705)
"PRESENT",c(-81.934917, 24.434467)
"PRESENT",c(-81.884967, 24.488767)
"PRESENT",c(-81.884967, 24.488767)
"PRESENT",c(-81.3855, 24.567817)
"PRESENT",c(-81.395683, 24.564117)
"PRESENT",c(-81.3855, 24.567817)
"PRESENT",c(-81.4209, 24.546933)
"PRESENT",c(-81.47505, 24.56395)
"PRESENT",c(-81.393117, 24.56705)
"PRESENT",c(-81.395683, 24.564117)
"PRESENT",c(-81.4209, 24.546933)
"PRESENT",c(-81.47505, 24.56395)
"PRESENT",c(-81.40955, 24.551233)
"PRESENT",c(-81.423533, 24.544133)
"PRESENT",c(-81.40955, 24.551233)
"PRESENT",c(-81.403667, 24.548133)
"PRESENT",c(-81.41045, 24.54695)
"PRESENT",c(-81.403667, 24.548133)
"PRESENT",c(-81.423533, 24.544133)
"PRESENT",c(-81.41045, 24.54695)
"PRESENT",c(-81.409167, 24.543083)
"PRESENT",c(-81.408767, 24.545033)
"PRESENT",c(-81.409167, 24.543083)
"PRESENT",c(-81.411517, 24.541617)
"PRESENT",c(-81.37545, 24.618)
"PRESENT",c(-81.408767, 24.545033)
"PRESENT",c(-81.411517, 24.541617)
"PRESENT",c(-81.37545, 24.618)
"PRESENT",c(-81.38045, 24.618783)
"PRESENT",c(-81.37545, 24.618)
"PRESENT",c(-81.38045, 24.618783)
"PRESENT",c(-81.393567, 24.615783)
"PRESENT",c(-81.393567, 24.615783)
"PRESENT",c(-81.391017, 24.61645)
"PRESENT",c(-81.330283, 24.6001)
"PRESENT",c(-81.391017, 24.61645)
"PRESENT",c(-81.330283, 24.6001)
"PRESENT",c(-81.344433, 24.56225)
"PRESENT",c(-81.344433, 24.56225)
"PRESENT",c(-80.229217, 25.194233)
"PRESENT",c(-80.166783, 25.293417)
"PRESENT",c(-80.261683, 25.188167)
"PRESENT",c(-80.229217, 25.194233)
"PRESENT",c(-80.224217, 25.197283)
"PRESENT",c(-80.166783, 25.293417)
"PRESENT",c(-80.224217, 25.2385)
"PRESENT",c(-80.261683, 25.188167)
"PRESENT",c(-80.224217, 25.2385)
"PRESENT",c(-80.20425, 25.2263)
"PRESENT",c(-80.236717, 25.188167)
"PRESENT",c(-80.236717, 25.188167)
"PRESENT",c(-80.224217, 25.197283)
"PRESENT",c(-80.226717, 25.1821)
"PRESENT",c(-80.226717, 25.1821)
"PRESENT",c(-80.259183, 25.1654)
"PRESENT",c(-80.231717, 25.17905)
"PRESENT",c(-80.231717, 25.17905)
"PRESENT",c(-80.259183, 25.1654)
"PRESENT",c(-80.216733, 25.2034)
"PRESENT",c(-80.216733, 25.214083)
"PRESENT",c(-80.20425, 25.2263)
"PRESENT",c(-80.261683, 25.1578)
"PRESENT",c(-80.259183, 25.139583)
"PRESENT",c(-80.259183, 25.139583)
"PRESENT",c(-80.216733, 25.214083)
"PRESENT",c(-80.216733, 25.2034)
"PRESENT",c(-80.266683, 25.138067)
"PRESENT",c(-80.10185, 25.536333)
"PRESENT",c(-80.10185, 25.536333)
"PRESENT",c(-80.261683, 25.1578)
"PRESENT",c(-80.266683, 25.138067)
"PRESENT",c(-80.2542, 25.147183)
"PRESENT",c(-80.2542, 25.147183)
"PRESENT",c(-80.29665, 25.122883)
"PRESENT",c(-80.11185, 25.513567)
"PRESENT",c(-80.29665, 25.122883)
"PRESENT",c(-80.11185, 25.513567)
"PRESENT",c(-80.269183, 25.139583)
"PRESENT",c(-80.274167, 25.122883)
"PRESENT",c(-80.274167, 25.122883)
"PRESENT",c(-80.269183, 25.139583)
"PRESENT",c(-80.29915, 25.1244)
"PRESENT",c(-80.281667, 25.1153)
"PRESENT",c(-80.281667, 25.1153)
"PRESENT",c(-80.29915, 25.1244)
"PRESENT",c(-80.150967, 25.410217)
"PRESENT",c(-80.304133, 25.11985)
"PRESENT",c(-80.304133, 25.11985)
"PRESENT",c(-80.168617, 25.46465)
"PRESENT",c(-80.164983, 25.3851)
"PRESENT",c(-80.168617, 25.46465)
"PRESENT",c(-80.1493, 25.451317)
"PRESENT",c(-80.129317, 25.40425)
"PRESENT",c(-80.1493, 25.451317)
"PRESENT",c(-80.150967, 25.410217)
"PRESENT",c(-80.129317, 25.40425)
"PRESENT",c(-80.164983, 25.3851)
"PRESENT",c(-80.148383, 25.486283)
"PRESENT",c(-80.10935, 25.490783)
"PRESENT",c(-80.329117, 25.080383)
"PRESENT",c(-80.329117, 25.080383)
"PRESENT",c(-80.148383, 25.486283)
"PRESENT",c(-80.10935, 25.490783)
"PRESENT",c(-80.326617, 25.072783)
"PRESENT",c(-80.326617, 25.072783)
"PRESENT",c(-80.321617, 25.063683)
"PRESENT",c(-80.329117, 25.054567)
"PRESENT",c(-80.303433, 25.100917)
"PRESENT",c(-80.321617, 25.063683)
"PRESENT",c(-80.329117, 25.054567)
"PRESENT",c(-80.303433, 25.100917)
"PRESENT",c(-80.304133, 25.1077)
"PRESENT",c(-80.304133, 25.1077)
"PRESENT",c(-80.376567, 25.012067)
"PRESENT",c(-80.349733, 25.033017)
"PRESENT",c(-80.304133, 25.112267)
"PRESENT",c(-80.304133, 25.112267)
"PRESENT",c(-80.349733, 25.033017)
"PRESENT",c(-80.34785, 25.035333)
"PRESENT",c(-80.376567, 25.012067)
"PRESENT",c(-80.373967, 25.010483)
"PRESENT",c(-80.389817, 25.073083)
"PRESENT",c(-80.37745, 25.007983)
"PRESENT",c(-80.34785, 25.035333)
"PRESENT",c(-80.37745, 25.007983)
"PRESENT",c(-80.373967, 25.010483)
"PRESENT",c(-80.389817, 25.073083)
"PRESENT",c(-81.326967, 24.569967)
"PRESENT",c(-81.407933, 24.551417)
"PRESENT",c(-81.326967, 24.569967)
"PRESENT",c(-81.407933, 24.551417)
"PRESENT",c(-81.40805, 24.545467)
"PRESENT",c(-81.408833, 24.545333)
"PRESENT",c(-81.40805, 24.545467)
"PRESENT",c(-81.407667, 24.545333)
"PRESENT",c(-81.408833, 24.545333)
"PRESENT",c(-81.407667, 24.545333)
"PRESENT",c(-81.408, 24.544833)
"PRESENT",c(-81.409483, 24.5447)
"PRESENT",c(-81.527417, 24.52265)
"PRESENT",c(-81.408, 24.544833)
"PRESENT",c(-81.527417, 24.52265)
"PRESENT",c(-81.527417, 24.52265)
"PRESENT",c(-81.409483, 24.5447)
"PRESENT",c(-81.527417, 24.52265)
"PRESENT",c(-81.58145, 24.5215)
"PRESENT",c(-81.58145, 24.5215)
"PRESENT",c(-81.629883, 24.528533)
"PRESENT",c(-81.58145, 24.5215)
"PRESENT",c(-81.58145, 24.5215)
"PRESENT",c(-81.629883, 24.528533)
"PRESENT",c(-81.629883, 24.528533)
"PRESENT",c(-81.6845, 24.489117)
"PRESENT",c(-81.629883, 24.528533)
"PRESENT",c(-81.6845, 24.489117)
"PRESENT",c(-81.6845, 24.489117)
"PRESENT",c(-81.674783, 24.491983)
"PRESENT",c(-81.674783, 24.491983)
"PRESENT",c(-81.674783, 24.491983)
"PRESENT",c(-81.889533, 24.454283)
"PRESENT",c(-81.6845, 24.489117)
"PRESENT",c(-81.889533, 24.454283)
"PRESENT",c(-81.88745, 24.475417)
"PRESENT",c(-81.889533, 24.454283)
"PRESENT",c(-81.674783, 24.491983)
"PRESENT",c(-81.889533, 24.454283)
"PRESENT",c(-80.09935, 25.693217)
"PRESENT",c(-81.88745, 24.475417)
"PRESENT",c(-80.09935, 25.693217)
"PRESENT",c(-81.88745, 24.475417)
"PRESENT",c(-80.09685, 25.659817)
"PRESENT",c(-81.88745, 24.475417)
"PRESENT",c(-80.09935, 25.55455)
"PRESENT",c(-80.09685, 25.659817)
"PRESENT",c(-80.09935, 25.55455)
"PRESENT",c(-80.09935, 25.55)
"PRESENT",c(-80.09935, 25.55)
"PRESENT",c(-80.10935, 25.5166)
"PRESENT",c(-80.10935, 25.5166)
"PRESENT",c(-80.10435, 25.56215)
"PRESENT",c(-80.10435, 25.513567)
"PRESENT",c(-80.10435, 25.568267)
"PRESENT",c(-80.10435, 25.56215)
"PRESENT",c(-80.10435, 25.513567)
"PRESENT",c(-80.456483, 24.942217)
"PRESENT",c(-80.456483, 24.942217)
"PRESENT",c(-80.10435, 25.568267)
"PRESENT",c(-80.468967, 24.9483)
"PRESENT",c(-80.4548, 24.952767)
"PRESENT",c(-80.468967, 24.9483)
"PRESENT",c(-80.48895, 24.930083)
"PRESENT",c(-80.48895, 24.930083)
"PRESENT",c(-80.37895, 25.07335)
"PRESENT",c(-80.4548, 24.952767)
"PRESENT",c(-81.3808, 24.619183)
"PRESENT",c(-81.3808, 24.619183)
"PRESENT",c(-80.37895, 25.07335)
"PRESENT",c(-81.390483, 24.615283)
"PRESENT",c(-81.390483, 24.615283)
"PRESENT",c(-81.392983, 24.615283)
"PRESENT",c(-81.392983, 24.615283)
"PRESENT",c(-81.3847, 24.5681)
"PRESENT",c(-81.40545, 24.546867)
"PRESENT",c(-81.40545, 24.546867)
"PRESENT",c(-81.594883, 24.502783)
"PRESENT",c(-81.3847, 24.5681)
"PRESENT",c(-81.599517, 24.504633)
"PRESENT",c(-81.629367, 24.500183)
"PRESENT",c(-81.629367, 24.500183)
"PRESENT",c(-81.599517, 24.504633)
"PRESENT",c(-81.594883, 24.502783)
"PRESENT",c(-80.1518, 25.357183)
"PRESENT",c(-80.161783, 25.3587)
"PRESENT",c(-80.189267, 25.440683)
"PRESENT",c(-80.1518, 25.357183)
"PRESENT",c(-80.161783, 25.3587)
"PRESENT",c(-80.1568, 25.422467)
"PRESENT",c(-80.1568, 25.422467)
"PRESENT",c(-80.1657, 25.33935)
"PRESENT",c(-80.189267, 25.440683)
"PRESENT",c(-80.1657, 25.33935)
"PRESENT",c(-80.19175, 25.43765)
"PRESENT",c(-80.19175, 25.43765)
"PRESENT",c(-80.164283, 25.351117)
"PRESENT",c(-80.184267, 25.3496)
"PRESENT",c(-80.164283, 25.351117)
"PRESENT",c(-80.184267, 25.3329)
"PRESENT",c(-80.184167, 25.318367)
"PRESENT",c(-80.184267, 25.3329)
"PRESENT",c(-80.184167, 25.318367)
"PRESENT",c(-80.184267, 25.3496)
"PRESENT",c(-80.234217, 25.329867)
"PRESENT",c(-80.234217, 25.334417)
"PRESENT",c(-80.234217, 25.329867)
"PRESENT",c(-80.234217, 25.334417)
"PRESENT",c(-81.713733, 24.493533)
"PRESENT",c(-81.71195, 24.480567)
"PRESENT",c(-81.70515, 24.482117)
"PRESENT",c(-81.70515, 24.482117)
"PRESENT",c(-81.7571, 24.48435)
"PRESENT",c(-81.71195, 24.480567)
"PRESENT",c(-81.713733, 24.493533)
"PRESENT",c(-81.7571, 24.48435)
"PRESENT",c(-81.70975, 24.479983)
"PRESENT",c(-81.70975, 24.479983)
"PRESENT",c(-81.66185, 24.4921)
"PRESENT",c(-81.66185, 24.4921)
"PRESENT",c(-81.637333, 24.5271)
"PRESENT",c(-81.637333, 24.5271)
"PRESENT",c(-81.6761, 24.488333)
"PRESENT",c(-81.6761, 24.488333)
"PRESENT",c(-81.705967, 24.4966)
